capability_dimension,documented_unavailable_count,endpoint_id,functional_pass_count,functional_pass_rate_ci95,functional_scored_count,functional_status,malformed_validation_2xx_count,malformed_validation_4xx_count,malformed_validation_attempt_count,malformed_validation_status,sampling_unit,transport_status,valid_probe_2xx_count,valid_probe_2xx_rate_ci95,valid_probe_attempt_count,workload
parameter_interaction_penalties,0,openai-gpt-oss-120b,2,"{""ci95_high"":0.9385080552796037,""ci95_low"":0.2076596008020477,""estimate"":0.6666666666666666,""n"":3}",3,degraded,0,0,0,not_tested,request_id,observed_supported,3,"{""ci95_high"":0.7495416354723428,""ci95_low"":0.15821985525146975,""estimate"":0.42857142857142855,""n"":7}",7,parameter_interactions
parameter_interaction_temperature_top_p_output,0,openai-gpt-oss-120b,6,"{""ci95_high"":1.0,""ci95_low"":0.6096657120978346,""estimate"":1.0,""n"":6}",6,passed,0,0,0,not_tested,request_id,observed_supported,6,"{""ci95_high"":1.0,""ci95_low"":0.6096657120978346,""estimate"":1.0,""n"":6}",6,parameter_interactions
caching_option,1,openai-gpt-oss-120b,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,not_scored,0,0,0,not_tested,request_id,documented_unavailable,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,parameter_validation
seed,0,openai-gpt-oss-120b,0,"{""ci95_high"":0.6576197724933469,""ci95_low"":0.0,""estimate"":0.0,""n"":2}",2,failed,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,parameter_validation
stop,0,openai-gpt-oss-120b,0,"{""ci95_high"":0.7934506856227626,""ci95_low"":0.0,""estimate"":0.0,""n"":1}",1,failed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,parameter_validation
temperature,0,openai-gpt-oss-120b,7,"{""ci95_high"":1.0,""ci95_low"":0.6456695649333126,""estimate"":1.0,""n"":7}",7,passed,0,0,0,not_tested,request_id,observed_supported,7,"{""ci95_high"":1.0,""ci95_low"":0.6456695649333126,""estimate"":1.0,""n"":7}",7,parameter_validation
top_logprobs,0,openai-gpt-oss-120b,4,"{""ci95_high"":0.9637758913675698,""ci95_low"":0.37553462976252533,""estimate"":0.8,""n"":5}",5,degraded,0,0,0,not_tested,request_id,observed_supported,5,"{""ci95_high"":0.9177810759959433,""ci95_low"":0.35893445183261935,""estimate"":0.7142857142857143,""n"":7}",7,parameter_validation
top_p,0,openai-gpt-oss-120b,5,"{""ci95_high"":0.9177810759959433,""ci95_low"":0.35893445183261935,""estimate"":0.7142857142857143,""n"":7}",7,degraded,0,0,0,not_tested,request_id,observed_supported,7,"{""ci95_high"":1.0,""ci95_low"":0.6456695649333126,""estimate"":1.0,""n"":7}",7,parameter_validation
pairwise_core,0,openai-gpt-oss-120b,2,"{""ci95_high"":0.769275718723987,""ci95_low"":0.11762077423264783,""estimate"":0.4,""n"":5}",5,degraded,0,0,0,not_tested,request_id,observed_supported,5,"{""ci95_high"":0.9177810759959433,""ci95_low"":0.35893445183261935,""estimate"":0.7142857142857143,""n"":7}",7,structured_output
parallel_tool_calls,0,openai-gpt-oss-120b,1,"{""ci95_high"":0.9054687942657693,""ci95_low"":0.09453120573423074,""estimate"":0.5,""n"":2}",2,degraded,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,tool_calling
tools,0,openai-gpt-oss-120b,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,passed,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,tool_calling
vision,0,openai-gpt-oss-120b,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,not_scored,0,0,0,not_tested,request_id,observed_transport_degraded,0,"{""ci95_high"":0.7934506856227626,""ci95_low"":0.0,""estimate"":0.0,""n"":1}",1,vision
capability_smoke,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.7934506856227626,""ci95_low"":0.0,""estimate"":0.0,""n"":1}",1,failed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,capability_smoke
max_completion_tokens,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.7934506856227626,""ci95_low"":0.0,""estimate"":0.0,""n"":1}",1,failed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,output_length
max_tokens,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.6576197724933469,""ci95_low"":0.0,""estimate"":0.0,""n"":2}",2,failed,0,1,1,correct_rejection_observed,request_id,observed_supported,2,"{""ci95_high"":0.9385080552796037,""ci95_low"":0.2076596008020477,""estimate"":0.6666666666666666,""n"":3}",3,output_length
pairwise_core,0,qwen3.5-397b-a17b,1,"{""ci95_high"":0.7923403991979522,""ci95_low"":0.06149194472039621,""estimate"":0.3333333333333333,""n"":3}",3,degraded,0,0,0,not_tested,request_id,observed_supported,3,"{""ci95_high"":0.2357260564646973,""ci95_low"":0.03140394152458165,""estimate"":0.09090909090909091,""n"":33}",33,parameter_interactions
parameter_interaction_extended,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.7934506856227626,""ci95_low"":0.0,""estimate"":0.0,""n"":1}",1,failed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":0.5131278292743189,""ci95_low"":0.02567962434474355,""estimate"":0.14285714285714285,""n"":7}",7,parameter_interactions
parameter_interaction_penalties,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.5614970317550454,""ci95_low"":5.551115123125783e-17,""estimate"":0.0,""n"":3}",3,failed,0,0,0,not_tested,request_id,observed_supported,3,"{""ci95_high"":0.7495416354723428,""ci95_low"":0.15821985525146975,""estimate"":0.42857142857142855,""n"":7}",7,parameter_interactions
parameter_interaction_temperature_top_p_output,0,qwen3.5-397b-a17b,3,"{""ci95_high"":0.9544127391902995,""ci95_low"":0.30064184258240184,""estimate"":0.75,""n"":4}",4,degraded,0,0,0,not_tested,request_id,observed_supported,4,"{""ci95_high"":0.9032285888942195,""ci95_low"":0.299993315138392,""estimate"":0.6666666666666666,""n"":6}",6,parameter_interactions
caching_option,1,qwen3.5-397b-a17b,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,not_scored,0,0,0,not_tested,request_id,documented_unavailable,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,parameter_validation
seed,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.6576197724933469,""ci95_low"":0.0,""estimate"":0.0,""n"":2}",2,failed,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,parameter_validation
stop,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.7934506856227626,""ci95_low"":0.0,""estimate"":0.0,""n"":1}",1,failed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,parameter_validation
temperature,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.43448246478317476,""ci95_low"":0.0,""estimate"":0.0,""n"":5}",5,failed,0,0,0,not_tested,request_id,observed_supported,5,"{""ci95_high"":0.9177810759959433,""ci95_low"":0.35893445183261935,""estimate"":0.7142857142857143,""n"":7}",7,parameter_validation
top_logprobs,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.43448246478317476,""ci95_low"":0.0,""estimate"":0.0,""n"":5}",5,failed,0,0,0,not_tested,request_id,observed_supported,5,"{""ci95_high"":0.9177810759959433,""ci95_low"":0.35893445183261935,""estimate"":0.7142857142857143,""n"":7}",7,parameter_validation
top_p,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.4898908364545973,""ci95_low"":0.0,""estimate"":0.0,""n"":4}",4,failed,0,0,0,not_tested,request_id,observed_supported,4,"{""ci95_high"":0.8417801447485302,""ci95_low"":0.2504583645276572,""estimate"":0.5714285714285714,""n"":7}",7,parameter_validation
pairwise_core,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.7934506856227626,""ci95_low"":0.0,""estimate"":0.0,""n"":1}",1,failed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":0.5131278292743189,""ci95_low"":0.02567962434474355,""estimate"":0.14285714285714285,""n"":7}",7,structured_output
parallel_tool_calls,0,qwen3.5-397b-a17b,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,not_scored,0,0,0,not_tested,request_id,observed_transport_degraded,0,"{""ci95_high"":0.6576197724933469,""ci95_low"":0.0,""estimate"":0.0,""n"":2}",2,tool_calling
tools,0,qwen3.5-397b-a17b,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,not_scored,0,0,0,not_tested,request_id,observed_transport_degraded,0,"{""ci95_high"":0.6576197724933469,""ci95_low"":0.0,""estimate"":0.0,""n"":2}",2,tool_calling
vision,0,qwen3.5-397b-a17b,0,"{""ci95_high"":0.7934506856227626,""ci95_low"":0.0,""estimate"":0.0,""n"":1}",1,failed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,vision
capability_smoke,0,qwen3.8-max,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,passed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,capability_smoke
max_completion_tokens,0,qwen3.8-max,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,passed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,output_length
max_tokens,0,qwen3.8-max,2,"{""ci95_high"":0.9385080552796037,""ci95_low"":0.2076596008020477,""estimate"":0.6666666666666666,""n"":3}",3,degraded,1,0,1,invalid_input_accepted,request_id,observed_supported,3,"{""ci95_high"":1.0,""ci95_low"":0.4385029682449546,""estimate"":1.0,""n"":3}",3,output_length
pairwise_core,0,qwen3.8-max,19,"{""ci95_high"":0.7626689857961975,""ci95_low"":0.4382410861966073,""estimate"":0.6129032258064516,""n"":31}",31,degraded,0,0,0,not_tested,request_id,observed_supported,31,"{""ci95_high"":0.9832191169128082,""ci95_low"":0.8039375519135219,""estimate"":0.9393939393939394,""n"":33}",33,parameter_interactions
parameter_interaction_extended,0,qwen3.8-max,0,"{""ci95_high"":0.43448246478317476,""ci95_low"":0.0,""estimate"":0.0,""n"":5}",5,failed,0,0,0,not_tested,request_id,observed_supported,5,"{""ci95_high"":0.9177810759959433,""ci95_low"":0.35893445183261935,""estimate"":0.7142857142857143,""n"":7}",7,parameter_interactions
parameter_interaction_penalties,0,qwen3.8-max,3,"{""ci95_high"":1.0,""ci95_low"":0.4385029682449546,""estimate"":1.0,""n"":3}",3,passed,0,0,0,not_tested,request_id,observed_supported,3,"{""ci95_high"":0.7495416354723428,""ci95_low"":0.15821985525146975,""estimate"":0.42857142857142855,""n"":7}",7,parameter_interactions
parameter_interaction_temperature_top_p_output,0,qwen3.8-max,6,"{""ci95_high"":1.0,""ci95_low"":0.6096657120978346,""estimate"":1.0,""n"":6}",6,passed,0,0,0,not_tested,request_id,observed_supported,6,"{""ci95_high"":1.0,""ci95_low"":0.6096657120978346,""estimate"":1.0,""n"":6}",6,parameter_interactions
caching_option,1,qwen3.8-max,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,not_scored,0,0,0,not_tested,request_id,documented_unavailable,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,parameter_validation
seed,0,qwen3.8-max,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,passed,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,parameter_validation
stop,0,qwen3.8-max,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,passed,0,0,0,not_tested,request_id,observed_supported,1,"{""ci95_high"":1.0,""ci95_low"":0.20654931437723745,""estimate"":1.0,""n"":1}",1,parameter_validation
temperature,0,qwen3.8-max,7,"{""ci95_high"":1.0,""ci95_low"":0.6456695649333126,""estimate"":1.0,""n"":7}",7,passed,0,0,0,not_tested,request_id,observed_supported,7,"{""ci95_high"":1.0,""ci95_low"":0.6456695649333126,""estimate"":1.0,""n"":7}",7,parameter_validation
top_logprobs,0,qwen3.8-max,5,"{""ci95_high"":1.0,""ci95_low"":0.5655175352168251,""estimate"":1.0,""n"":5}",5,passed,0,0,0,not_tested,request_id,observed_supported,5,"{""ci95_high"":0.9177810759959433,""ci95_low"":0.35893445183261935,""estimate"":0.7142857142857143,""n"":7}",7,parameter_validation
top_p,0,qwen3.8-max,7,"{""ci95_high"":1.0,""ci95_low"":0.6456695649333126,""estimate"":1.0,""n"":7}",7,passed,0,0,0,not_tested,request_id,observed_supported,7,"{""ci95_high"":1.0,""ci95_low"":0.6456695649333126,""estimate"":1.0,""n"":7}",7,parameter_validation
pairwise_core,0,qwen3.8-max,3,"{""ci95_high"":0.7495416354723428,""ci95_low"":0.15821985525146975,""estimate"":0.42857142857142855,""n"":7}",7,degraded,0,0,0,not_tested,request_id,observed_supported,7,"{""ci95_high"":1.0,""ci95_low"":0.6456695649333126,""estimate"":1.0,""n"":7}",7,structured_output
response_format,0,qwen3.8-max,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,passed,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,structured_output
parallel_tool_calls,0,qwen3.8-max,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,passed,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,tool_calling
tool_argument_bytes,0,qwen3.8-max,1,"{""ci95_high"":0.9054687942657693,""ci95_low"":0.09453120573423074,""estimate"":0.5,""n"":2}",2,degraded,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":0.8499610108478506,""ci95_low"":0.15003898915214947,""estimate"":0.5,""n"":4}",4,tool_calling
tool_count,0,qwen3.8-max,4,"{""ci95_high"":1.0,""ci95_low"":0.5101091635454027,""estimate"":1.0,""n"":4}",4,passed,0,0,0,not_tested,request_id,observed_supported,4,"{""ci95_high"":1.0,""ci95_low"":0.5101091635454027,""estimate"":1.0,""n"":4}",4,tool_calling
tool_malformed_schema,0,qwen3.8-max,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,not_scored,2,0,3,invalid_input_accepted,request_id,inconclusive,0,"{""ci95_high"":null,""ci95_low"":null,""estimate"":null,""n"":0}",0,tool_calling
tool_nesting_depth,0,qwen3.8-max,4,"{""ci95_high"":1.0,""ci95_low"":0.5101091635454027,""estimate"":1.0,""n"":4}",4,passed,0,0,0,not_tested,request_id,observed_supported,4,"{""ci95_high"":1.0,""ci95_low"":0.5101091635454027,""estimate"":1.0,""n"":4}",4,tool_calling
tool_required_optional,0,qwen3.8-max,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,passed,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,tool_calling
tool_schema_bytes,0,qwen3.8-max,5,"{""ci95_high"":1.0,""ci95_low"":0.5655175352168251,""estimate"":1.0,""n"":5}",5,passed,0,0,0,not_tested,request_id,observed_supported,5,"{""ci95_high"":1.0,""ci95_low"":0.5655175352168251,""estimate"":1.0,""n"":5}",5,tool_calling
tools,0,qwen3.8-max,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,passed,0,0,0,not_tested,request_id,observed_supported,2,"{""ci95_high"":1.0,""ci95_low"":0.34238022750665303,""estimate"":1.0,""n"":2}",2,tool_calling
vision,0,qwen3.8-max,18,"{""ci95_high"":1.0,""ci95_low"":0.8241207763533425,""estimate"":1.0,""n"":18}",18,passed,0,1,1,correct_rejection_observed,request_id,observed_supported,18,"{""ci95_high"":1.0,""ci95_low"":0.8241207763533425,""estimate"":1.0,""n"":18}",18,vision
